web-scraper-order,USERNAME,RATING,REVIEW,TIME,COUNT THE PEOPLE WHO LIKED THE REVIEW
1743116909-2072,Noor A.,9.7,"The hotel is clean, the service is very friendly. The cleanliness of the rooms is good, the warm water is well lit. The pool is cool. For the food is very satisfying, breakfast menu every day is different. Very recommended deh anyway. Want to stay here again if to Bali.",2018-01-11,0
1743116909-2073,os,8.5,The hotel is quite slick and comfortable for a vacation in Bali,2018-01-11,0
1743116909-2074,AS,9.7,"I stay for 3 nights, take 2 family room. Satisfied with its service, strategic location, comfortable room, spacious bathroom, friendly staff, good breakfast menu and plenty of choice, good.",2018-01-10,0
1743116909-2075,RA,10.0,Overall okay. Let&#39;s try to stay here.,2018-01-10,0
1743116909-2076,IB,8.8,"The rooms are reasonably clean, the price at the end of the year is affordable. And the New Year&#39;s Eve was given a New Year&#39;s Eve BBQ voucher.",2018-01-09,0
1743116909-2077,ek,7.3,"The staff is really friendly and helpfull, I want to upgrade, continue after see my room cancel upgrade but the staff stay friendly and serve with all my heart For the same restaurant, the food variation is plenty, and the staff helpfull thanks Mega Boutique, I will stay here again if to Bali",2018-01-09,0
1743116909-2078,iw,9.7,"the place is really romantic, there is a lot of glass room there is a bathtub plus tv also inside .. toilets and rooms rinse apart by glass, breakfast so many choices like again in wedding invitation hahaha, swimming pool in rooftop bener-bener cool its view, next want to stay again here .. but week day let cheap",2018-01-09,0
1743116909-2079,JS,9.1,"Nice room bener-bener unexpectedly, the bathroom as big as his bedroom, Kekasih we only be given a hotel card 1 so if you go ac can not tetep nyala, so fitted Bali hot room toilets pengepuan, let alone fit new check in pengepnya toilet because of heat, maybe let the electricity efficient times yes, but the other is good I still like comfortable officer friendly just checkin his long hours 3 should be accelerated, happy the same luxurious bathroom facilities, there is a tv there speakers and there is a song there is a bathtub,",2018-01-08,0
1743116909-2080,AN,9.3,Should taxi online do not be prohibited to take guests access we are somewhat hampered .....,2018-01-08,0
1743116909-2081,MS,5.4,"This is a very bleak hotel security him please be told to be more friendly and more helpfull. Dateng residents are ignored at all. The room is dark, the interior is old, the receptionist would check out no one bobbed. just not recommended plus much different than the one in the picture",2018-01-08,0
1743116909-2082,mf,8.8,"Good breakfast - we had a junior suite, it was very far from expectations. noisy roads, windows can not be closed, many mosquitoes, until 3 hours we can not rest, finally ask to move and downgrade to deluxe right then and there. unfortunately the money we have paid for 4 days in junior is not reimbursed for deluxe -we appreciate the staff performance we woke up early -real story, please fix it for room comfort. if the class is good tp can not make break please do not be sold room.",2018-01-07,1
1743116909-2083,safita l.,9.7,"This hotel is very pleasant, and I will come back here again. the best",2018-01-07,0
1743116909-2084,FT,8.5,The lights in the rooms there were not lit and some of the interiors were broken. such as door separating between bedroom and bathroom. service is quite satisfactory. towels in the room can not be more than 2 and there is a 200ribu deposit / room,2018-01-07,0
1743116909-2085,DR,8.5,"Nice hotel, Pool okay, position very near MBG. Service is also okay. Just a rather dark hallway less lighting.",2018-01-07,0
1743116909-2086,SY,8.5,"The rooms are nice according to the pictures, the bathroom is recommended, the waiter is friendly there is a rental motorcycle also in the hotel security. everywhere close. Only 1 can be near the temple room may be anymore event so somewhat disturbed comfort sound noisy if there is honeymoon sounds less comfortable. But good hotel kok.",2018-01-05,0
1743116909-2087,HS,5.4,Ac room is less cold and photo display with the original less suitable,2018-01-05,0
1743116909-2088,Pakartian D.,9.1,Overall is good. I was just disappointed in his security at the time he wanted to ngeluarin suitcase he just saw behind me without helping at all.,2018-01-04,0
1743116909-2089,sw,9.7,It&#39;s hard to find a place to eat,2018-01-04,0
1743116909-2090,HH,8.5,"For a star hotel, I think more than enough, if for breakfast lumayanlah, if you want a better taste, buy your own dong.",2018-01-04,0
1743116909-2091,y,9.4,"The hotel is nice, the food is pretty good. the staff are very friendly to stay here. like the second home",2018-01-03,0
1743116909-2092,A,8.6,It was only when I checked in and checked out that no one helped carry the suitcase. such as staff shortage. for the hotel in my opinion is nice.,2018-01-02,0
1743116909-2093,IM,9.7,The location is convenient and the rooms are clean too,2018-01-02,0
1743116909-2094,BS,5.5,"This hotel is poorly maintained! Rertarik cheap price we choose hotel Mega Boutiqe Hotel # 303 &amp; 304. Parking is limited. The positive thing: the pool on the rooftop is cool. Breakfast is also a good 4 star standard. For the actual building the hotel in is superb. Many use marble which I know is pricey. Moreover, bathroom design really wow. But unfortunately once enter my room immediately nausea! Smell! In room 304 is the same. Wife even invited to move hotel. The window of our room opened so that the smell disappeared but only slightly lessened. I was tracking it out of the odor from the back of the rattan bed. Surely many residents behind the rattan. As a result we slept with a mask !! The others are actually a lot of okay like cold AC, hot water, There bathub. Dear thousand dear !!",2018-01-02,0
1743116909-2095,PR,8.5,"Nice hotel, cozy place near to mall Galeria tp dear towels too scented make itchy and hot face. For breakfast okay.",2018-01-01,0
1743116909-2096,Ramdani R.,9.4,Room was clean and very satisfactory.,2017-12-31,0
1743116909-2097,FA,8.2,"Everything is pretty good, just a little breakfast there is no variation. for easy transportation here.",2017-12-31,0
1743116909-2098,nr,8.2,"The room is less clean, there are still spiders in the room area, lights are also there are dead, broken chairs are also still in provide, tv remot in the toilet also can not be in use",2017-12-30,0
1743116909-2099,CA,10.0,For those who bring families with small children this hotel is highly recomended. because of its spacious room rooms and facilities are okay to make the kids comfortable. Both the staff and his service were all very friendly. And from this hotel to out looking for food or to tourist attractions is also not difficult.,2017-12-30,0
1743116909-2100,AP,10.0,"Room &amp; bathroom are spacious, above expectations, very pleasant, this is the second hotel after 2 days in the first hotel with the same budget tp minimal",2017-12-30,0
1743116909-2101,rh,9.7,"The food is good, the service is good. thank you",2017-12-30,0
1743116909-2102,RA,10.0,"The place is strategic, close from everywhere, and reccomended for family holidays",2017-12-28,0
1743116909-2103,rp,9.7,Loved the same room. Pas for who wants a honeymoon,2017-12-28,0
1743116909-2104,sl,9.6,"Recommended really overnight d here start I have not married until already pny son I subscription trs .. elegant place with the price that much like overnight d expensive hotel .. comfortable bgt ,, just maybe trbts parking place aja.",2017-12-27,0
1743116909-2105,H,9.4,"interior rooms with a kereenn concept, although the shower water is less hot, overall okay ..next time definitely stay here again ....",2017-12-26,0
1743116909-2106,Jonny,8.8,"Everything is good. The people are also friendly, just unfortunately WiFi is not good.",2017-12-26,0
1743116909-2107,DC,9.1,"The rooms are nice, clean, fragrant, and quiet recommend anyway.",2017-12-25,1
1743116909-2108,S,8.5,"Clean hotel, friendly service, nice breakfast menu diverse ... recommended for those who bring children",2017-12-24,1
1743116909-2109,AP,6.5,"no signal d room, far away where, just close to mall doang",2017-12-23,0
1743116909-2110,Eka O.,9.7,"It should be comfortable to stay here. We stay at executive room. Had a little shock fit open his shower cap. Like the used, tangled and the folds are not tidy. The pool is in the rooftop so if the morning until the afternoon is very hot, did not have time to swim because of the heat. The gym is okay though small. Standard breakfast, minimal parking, hot tub room, others okay hell. Not bad",2017-12-21,0
1743116909-2111,ei,9.1,"The rooms are spacious, the food is also quite tasty and varied. convenient for family vacation. next definitely come here again",2017-12-21,0
1743116909-2112,SR,9.3,"Great location and close to everywhere. Breakfast is served complete. The unfortunate thing is when I stay hairdryer can only be used once a day. When turned off then a few minutes to use lg, can not be used. Then on the second day of mineral water is not in the refill, but the house keeps insisting it already refilled. For the existing room the bathtub is better made closed so there will be no insects going in as I experienced. But so far everything is still quite comfortable.",2017-12-21,0
1743116909-2113,ZA,8.8,"With an affordable price get spacious, nice, and comfortable rooms. The drawback is that I get a room on the 2nd floor so it&#39;s a little noisy with the flare of water, rain, and the kitchen at breakfast. But overall satisfying.",2017-12-21,0
1743116909-2114,MA,9.4,"Here the hotel is good, close to everywhere, breakfast is also okay lots of choices, hotel staff is friendly, the room is very spacious especially the bathroom there is a bathtub and tv, so can soak while watching tv, just stay here satisfactorily.",2017-12-20,0
1743116909-2115,RP,8.8,"Overall satisfactory, only if you bring a car, parking space is not enough available parking area in front of the hotel, and often full. For breakfast advise provided porridge for families who have small children like me.",2017-12-19,0
1743116909-2116,nf,10.0,"good quality, perfect for honey moon, very comfortable, next will stay here again",2017-12-18,0
1743116909-2117,AA,9.4,"It&#39;s been 2x stay here, and never disappoints!",2017-12-18,0
1743116909-2118,hs,8.8,Overall good not cheap room is always cleaned every day. Cold air conditioner. for one of his security please train to smile.,2017-12-18,0
1743116909-2119,AH,9.7,The only less parking space wrote. Overall we were comfortable and satisfied.,2017-12-17,0
1743116909-2120,AM,8.8,The hotel room is very nice big luxury too but unfortunately minimal lighting so in the room very dark let alone bring baby. continue to be room in the corner of the 3rd floor if the afternoon gecko sounds continue to take care of and when the night rowdy insects in the ceiling of the room. but unfortunately the rooms are nice but disturbed like that. delicious food . and pool facilities every morning under maintenance continues.,2017-12-15,0
1743116909-2121,k,8.5,"Good breakfast, friendly receptionist, hotel mosquitoes (especially in the elevator), a little disappointed because the rooms are in view can not at all nice, bath tub can not be used (either leak).",2017-12-15,1
1743116909-2122,Ft,6.0,"Room expectations are very different from the reality of the price is not commensurate with the room and amenities, the service was less friendly.",2017-12-14,0
1743116909-2123,DY,10.0,"The hotel is really nice. The concierge is all friendly, the food is worth it. Only WiFi was not up to room 414",2017-12-14,0
1743116909-2124,cb,9.7,"The hotel is nice, the service is friendly",2017-12-13,0
1743116909-2125,GA,9.7,"Incredible, perfect for honeymoon!",2017-12-12,0
1743116909-2126,AM,9.1,"The most beautiful, coolest, coolest hotel I ever visited in Bali, with a minimal budget. Great! Love it.",2017-12-11,0
1743116909-2127,RS,10.0,"Pleasant, good breakfast and plenty of choice",2017-12-11,1
1743116909-2128,LM,8.5,Clean.interior cool.deket anywhere,2017-12-10,0
1743116909-2129,Ml,10.0,For the place is very comfortable. Her breakfast is okay plenty of menu. The employees are friendly,2017-12-10,0
1743116909-2130,Achmad F.,10.0,From the new comes all the friendly and kind service. Thank you mega boutique,2017-12-10,1
1743116909-2131,B,10.0,"The rooms are nice and the food is varied, the decor is gorgeous.",2017-12-10,1
1743116909-2132,I,8.5,"Facilities are less manicured. The rooms are okay, clean.",2017-12-08,0
1743116909-2133,RA,8.5,"The hotel is nice. strategic location as it is close to the airport and tourist places. spacious rooms, full facilities. food pretty good depending on tongue masing2. for a hotel with a budget that&#39;s so good to me. the service is fast and friendly. recommend for those who want a family holiday. parking lot is narrow.",2017-12-08,1
1743116909-2134,RR,10.0,"The room is really cool so more romantic, all the breakfast food is delicious, recommended really.",2017-12-07,0
1743116909-2135,mr,8.3,Early check-in room .. Smell of dust and not fresh even moist ... Food not much choice (little variation of his) Front office service was friendly. Securiti is also friendly .. Its location is also close to the airport and mall ..,2017-12-07,0
1743116909-2136,SW,8.8,The hotel is nice clean .. really fit for the honeymoon or babymoon. bathrooms are kereenn at an affordable price. Tp breakfast is not good.,2017-12-07,0
1743116909-2137,RP,9.1,"The rooms are lux, worth a try",2017-12-05,0
1743116909-2138,GR,9.1,The rooms are comfortable. Breakfast is very varied. Overall okay.,2017-12-05,0
1743116909-2139,sa,7.0,The hotel&#39;s strategic place deket from the airport only 1o-15mnt to Kuta just 15mnt fun can take the family as well and the taste is nice not too noisy and the food is also delicious. the facilities just added like parking lot is still lacking but all good,2017-12-05,0
1743116909-2140,ha,10.0,"All okay, nice hotel, nice bathroom, good breakfast, okay all",2017-12-04,0
1743116909-2141,af,8.1,Overall good but for the cleanliness and comfort of the room still less because when I was in the room the rooftop sounded disturbing insect noise and I saw insects walking on the roof of my room to stay. I hope the hotel management can improve the quality of hotel cleanliness and comfort,2017-12-04,0
1743116909-2142,NM,9.4,"In room 401, the room is comfortable, nice, the bathroom is very comfortable, the size is also great. Bathtubs have a tv to make it feel at home. The food is delicious, quite a lot of choices. Someday came back here again",2017-12-04,0
1743116909-2143,NR,8.5,"Recommended really hotel and service except front hotel security guard pas check out not allowed to be picked up taxi online in front of hotel. So have to take bawa2 goods to the street farther from the hotel where the heat really my position again pregnant young. Severe security tuh, replace aja tuh security.",2017-12-03,0
1743116909-2144,Joko P.,10.0,Its location is easily accessible. The service is okay. Cleanliness is also okay.,2017-12-03,0
1743116909-2145,NS,7.0,its a nice hotel just near the river and rather a lot of mosquitos,2017-12-03,0
1743116909-2146,AS,10.0,I am satisfied during my stay there.,2017-12-02,0
1743116909-2147,FW,6.1,"The place is a little less clean, the water does not seem out, because it is slippery",2017-12-02,0
1743116909-2148,RA,10.0,"The place is comfortable, nice, and can walk around with free bikes. Not bad to walk around the hotel early in the morning pake bike ..",2017-12-02,0
1743116909-2149,Ollin T. P. C.,10.0,"Super love! The hotel room is very nice, it&#39;s perfect for honeymoon. His service is also satisfactory. Anyway fell in love with this hotel",2017-12-01,1
1743116909-2150,JK,6.1,This hotel is less than satisfactory in service because. I was given a toothbrush + toothpaste only 1. And I came with my wife. So also with soap bath is given only 1 seed. And never given a new one if not asked. I think this hotel is not suitable to be said to be a 4 star. With a service that is so fitting to say 2 star. Not recommended,2017-11-30,0
1743116909-2151,rd,8.5,"the cleanliness is okay, the bedroom and the bathroom is spacious, the price is cheap there is a bath tub, standard service, breakfast okay, good location position to Kuta 7 minutes, to nusa dua area, pandawa beach only 40 mins, to sukawati 40 mins, which is given in accordance with the facilities in the 😁 can",2017-11-30,0
1743116909-2152,aa,9.4,"overall satisfactory, tp location quite far from tmpat2 who want to visit",2017-11-30,0
1743116909-2153,WW,8.5,"Quite comfortable, Nice room, special design bathroom, although in the sink a little less clean, tp over all nice lah ..",2017-11-29,0
1743116909-2154,DP,8.5,Unfortunately can not enjoy mega hotel due to move to grand mega,2017-11-29,0
1743116909-2155,NC,9.7,"Clean, good, fun .. View less good",2017-11-29,0
1743116909-2156,dv,6.3,"during a 4 day stay..the hotel is ordinary, the rooms are incredible noisy (no 512) blakangny street. the sound of motors and people chatting up to be heard into the kmr. heat let alone kl noon, less cold air conditioning, standard food, on-line transportation is not allowed, ridenya far from around the hotel. Pros: make up room every day, spacious bathroom and there is bath up. location is pretty strategic. close to the airport.",2017-11-28,0
1743116909-2157,WT,9.0,"The hotel is pretty good, but unfortunately maybe we apes aja. Found a dead laler on a mattress when he entered the room",2017-11-28,0
1743116909-2158,RA,8.8,The rooms are great for honeymoon,2017-11-27,1
1743116909-2159,Nurul k.,9.3,"Very good indeed, check in flash, room service also clean bgt. Pokonya next bkal stay at mega again if to bali.",2017-11-26,0
1743116909-2160,Lonika A.,10.0,"Next time to kuta, definitely choose stay here again. Thank you so much",2017-11-26,0
1743116909-2161,hp,10.0,"Recommended really want to honeymoon here, the hotel facilities are very satisfactory and the rooms are clean enough there is a bathtub also service all staff ok really full breakfast menu every day change menu and delicious &quot;of course, in terms of access is very affordable from the center of the main crowd Top deh, going to be favorite places",2017-11-25,0
1743116909-2162,HM,8.8,My child is happy. All day at the pool. Want to the mall live nyebrang. The room is also fun. Unfortunately because the bottom floor hp signal is not good.,2017-11-24,0
1743116909-2163,Putu D. P.,8.5,"Great fun, place and nice service. The breakfast menu is also varied. It&#39;s just in the morning a bit noisy.",2017-11-24,0
1743116909-2164,Sapto w.,10.0,"Strategic location ... nice and clean rooms, complete food..and friendly staff ...",2017-11-23,1
1743116909-2165,EL,10.0,"Very, very satisfying and comfortable",2017-11-23,0
1743116909-2166,Hari s.,6.0,"Very disappointed in terms of the receptionist in the receptionist, and the surprising thing again fitting I want to eat breakfast morning I take my milk open the milk cap that there is a dispenser out an insect that makes me startled and my appetite disappeared. Service is less than satisfactory. thanks.",2017-11-23,0
1743116909-2167,HS,9.7,"Comfortable, clean tasty food, very satisfying service",2017-11-23,0
1743116909-2168,AP,10.0,"Strategic location, comfortable atmosphere, excellent facilities. Top recommended!",2017-11-23,0
1743116909-2169,EG,9.0,"very recommended for those who want a vacation. Location okay, but if you bring a car should be considered again because of the narrow parking lot. But the overalls are all okay. The rooms are really spacious, the bathrooms are clean, the bathup is also spacious. AC cold, water heater is also ok really. Tomorrow if to Bali again definitely stay here.",2017-11-22,0
1743116909-2170,OL,9.7,"kebali for honeymoon stay here is very comfortable, there happens to be a promo from traveloka. first come the rooms we ordered executive suite full so upgrade to family suite free on the 5th floor. then welcome drink on 6th floor, spacious room with one big bed and one small bed, very complete room facilities, balcony, mirror the big and the most, the most favorite is the bathroom is very spacious, bathtub and shower made separately so very comfortable, because there is a TV in the bathtub so feel a long long shower hahaaha. breakfast buffet, tasty and varied. the clerks are friendly and helpfull. this hotel that makes us lazy to walk way out because feel at home in room 😂",2017-11-22,0
1743116909-2171,SK,8.5,"room okay, cm because the roadside is too noisy",2017-11-22,0
1743116909-2172,sr,9.4,"location of strategic hotel. employees are very helpfull, friendly. large bathroom.",2017-11-21,0
1743116909-2173,PR,4.8,"Not so good to my husbands kesel and nyesel and gamau back again. The food also taste spices so, not good at all. And when we eat again, there are guests who also want made omelette but they just say can not already close without looking at the guest face. I think it&#39;s a bit irreverent yes. There is no tolerance to check out at 12 o&#39;clock, but at the receptionist table written that free if late check out until 14 hours. Whereas we already said if we want to do worship dzuhur prayer first. Then the air conditioner is also less cold. Lobby on the 3rd floor, room on the 2nd floor so below it felt the room was damp. Continue the bathroom directly to the outside door that there are gaps, prone to peeped people. Worse deh anyway. Bad service really",2017-11-20,1
1743116909-2174,Hh,8.8,"The location is quite strategic everywhere is easy, rooms are spacious, food is ok ....",2017-11-20,0
1743116909-2175,TE,10.0,"The bathroom is very spacious, probably the size of its bedroom. there is a glass where which adds to the impression of increasingly spacious room. plus again there is a large bath tub and tv in the bathroom. The more comfortable in the bathroom on the appeal in bed like her.",2017-11-19,0
1743116909-2176,VH,9.0,"The smell of room and towels are stinging, lighting room lights lacking, service hospitality standards",2017-11-19,0
1743116909-2177,fp,8.5,"Close from the city center, the deluxe rooms are spacious enough and the bathroom is really big. Value for money! Just lighting in dimly lit rooms and noisy in the ceiling like a rat / shaver.",2017-11-19,0
1743116909-2178,Dwianing M.,10.0,Maybe the lack is the parking lot .. And the lights in the hotel room plus not too dark .. But the overall okey .. Especially the ice cream mantaaabb ..,2017-11-18,0
1743116909-2179,DS,9.1,Clean and comfortable. For breakfast is also pretty good,2017-11-18,0
1743116909-2180,AS,10.0,The atmosphere is nice and very suitable for the honeymoon.,2017-11-18,0
1743116909-2181,AN,9.7,"We stayed in the executive suite room for 3hari. The rooms are spacious, the bathroom is a favorite bgt, the food is decent, the service is satisfactory, ask for room slippers because there is only 1 and ask for a bathrobe very quickly responsive, we happened to bring the wine itself and when asked for a rada glass long response but finally given too, where to go. For the price of this budget top banget deh.",2017-11-18,0
1743116909-2182,Rw,9.7,Satisfy and improve service,2017-11-16,0
1743116909-2183,PS,9.1,"Satisfactory, friendly, good service",2017-11-16,0
1743116909-2184,YO,9.7,"Comfortable, want to come again to this hotel",2017-11-15,0
1743116909-2185,G,10.0,Very effective &amp; satisfying.,2017-11-15,0
1743116909-2186,VL,8.5,The hotel was clean and quite comfortable. just a little less fancy with a quick hair dryer and parfume in the bathroom should be replaced.,2017-11-15,0
1743116909-2187,HN,9.7,"It&#39;s been 2 times here, the first time last year was very satisfied with the service, cleanliness okay, breakfast is good too, but the last one is a bit less satisfied with the cleanliness of the bathroom, a little less clean aja wrote in the sink, nice overall,",2017-11-14,1
1743116909-2188,FY,9.1,"his place is comfortable, the location is strategic, breakfast is plenty of choice and tastes great. restaurant staff t / friendly2, unfortunately the staff at the receptionist and his security is less friendly",2017-11-14,0
1743116909-2189,Gia A. R.,9.1,The comfort of the rooms and the place is very satisfying.,2017-11-13,0
1743116909-2190,G,8.5,"Good service, yummy food, cleanliness ok",2017-11-13,0
1743116909-2191,PR,5.1,"For cleanliness is okay but dusty to the point of continuing because of allergic dust. For the food also mashed his potato somewhat less taste, taste spices. Then to check out at 12.00, a bit difficult for us who want to pray dzuhur moslem first. No tolerance check out from the hotel.",2017-11-11,1
1743116909-2192,YW,9.4,Facilities and dreams are very good.,2017-11-09,0
1743116909-2193,VA,9.0,"Parking less spacious, nice room nice design, but the bathtub if the day is hot",2017-11-08,0
1743116909-2194,AD,10.0,"Very satisfied with the service and rooms we occupy. In accordance with expectations, especially with the breadth of the room, so the children so like. Plus the breakfast menu is varied and tasty. The location is also very strategic, making it easy for business everywhere. Recommend and want to stay here again if to Bali.",2017-11-08,0
1743116909-2195,MS,9.4,"Classy hotel, friendly service, affordable prices.",2017-11-08,0
1743116909-2196,G,9.4,"Staying at Mega Boutique is very memorable, comfortable, clean, especially the delicious meal many choices and satisfying.",2017-11-08,0
1743116909-2197,LR,8.5,Comfortable hotel. The rooms are spacious and the bathrooms are nice. Close to where. The food is delicious. If going to bali I will stay here again.,2017-11-07,0
1743116909-2198,GA,9.7,Impressive and will be back again,2017-11-07,0
1743116909-2199,R,10.0,"Nice room, spacious bathroom, good food, nice service, clean and comfortable pool, just a very limited mobol parking area.",2017-11-07,0
1743116909-2200,IT,6.0,"Breakfast is less varied, small car park, room 502 creeps a lot of &quot;mystical&quot; things that interfere with our break so we asked to move rooms.",2017-11-07,0
1743116909-2201,gn,9.1,Nice enough hotel just not good enough view,2017-11-07,0
1743116909-2202,AI,10.0,"Hotel okay, good food. clean service good. Simply recommended",2017-11-07,0
1743116909-2203,LZ,8.5,"Room, food, &amp; service okay. Recommended for couples or families.",2017-11-06,0
1743116909-2204,G,6.8,Noisy midnight voice officers mindah-mindahin seat can not sleep because my room just below the restaurant. Closet smell,2017-11-06,0
1743116909-2205,Lili M. N.,9.6,The place is very nice but the mosquitos are very many,2017-11-06,0
1743116909-2206,LC,10.0,"Fun, want to go back there, affordable prices with wow facilities",2017-11-05,0
1743116909-2207,RB,9.4,"The room design is very nice, spacious with comfortable bathtub facilities. The minuses are just not bsa picked up by taxi online should be a little way first, but this hotel is highly recommended.",2017-11-05,0
1743116909-2208,VH,8.5,The hotel is nice and cozy. The food is delicious. near the hospital and galleria mall. within walking distance.,2017-11-05,0
1743116909-2209,DA,10.0,The hotel is cozy the rooms are good as well as the food is tasty,2017-11-05,0
1743116909-2211,ferra m. s. W.,5.2,"the hotel was a horror rally, midnight noisy. Udah asked he said nothing but until the morning The sounds kept uh scary ... Finally I do not tdr ...",2017-11-04,0
1743116909-2212,Muhayat S.,9.7,Service ok. Only the outside sounds were a bit annoying.,2017-11-04,0
1743116909-2214,IB,8.8,The parking lot is added by yaaa,2017-11-03,0
1743116909-2215,Mh,5.7,"The bathroom area is less clean especially on hardwood floors, can be west side rooms fitting the afternoon sun room super hot until the air conditioner is not resistant, fortunately can move rooms to the east. breakfast almost no menu changes, standard taste. most complained about the attitude of security officers who are less friendly. Skip from the list of places to stay when I go to Bali again.",2017-11-03,0
1743116909-2216,IW,8.5,"The rooms are luxurious, the swimming pool is private, the breakfast is also delicious, okay is this place, pengen back here again.",2017-11-03,0
1743116909-2217,MI,10.0,A very enjoyable 5-day babymoon holiday with excellent hotel facilities and excellent service,2017-11-02,0
1743116909-2218,A,9.7,The hotel is nice and the service is satisfactory,2017-11-01,0
1743116909-2219,SF,8.5,"Facilities ok, service ok, prices friendly",2017-11-01,0
1743116909-2220,Denta W. A.,9.4,Quite satisfactory but for breakfast a bit lacking.,2017-10-31,0
1743116909-2221,Harira y.,6.1,I request baby bed not exist. Service is less than satisfactory,2017-10-31,0
1743116909-2222,G,6.8,The rooms are very good although can be downstairs. Her breakfasts are monotonous.,2017-10-31,0
1743116909-2223,dn,9.1,"For spacious rooms, nice bathrooms just a lot of mosquitoes room and the food was ordinary, service was ok, checkout was fast.",2017-10-30,0
1743116909-2224,TH,8.5,"In general good there are only a few points that need to be repaired door closer because the door is closed like slammed. Door stopper needs to be equipped so that when inserting and removing the door items can remain open. The same room and bathroom design, preferably more spacious rooms.",2017-10-30,0
1743116909-2225,BP,8.5,"The hotel is comfortable, the interior is very instagramable! The breakfasts are delicious with a varied menu selection! Each room has a really cool bathtub! In front of hotel direct mall bali galleria so easy looking for dinner, swimming pool at rooftop, very fast!",2017-10-30,0
1743116909-2226,AZ,9.4,"Clean hotel and good service, Room facilities were quite good.",2017-10-29,0
1743116909-2228,G,9.7,"Feel lucky to get a room here. Big! And most amazingly, the bathroom is big and luxurious. Lux bath tub, soft sofa, even a traditional music player speakers a la spa! My suggestion ask for an extra bath gel for a foam bath deh (I was just to bring salt bath hahaha). Although the rooms are rather dark (probably designed for honeymoon suite) welcome drink is served on the 6th floor so can have a drink while swimming in the pool bar. My next favorite is the breakfast! Rarely found anywhere else, there is a 5 taste ice cream that can be taken as much!",2017-10-29,0
1743116909-2229,RA,9.4,"The rooms are nice, comfortable, the location is strategic enough, go anywhere easy for online transport messages",2017-10-29,0
1743116909-2230,DP,8.5,"The breakfast is delicious, the water is also good anget top",2017-10-27,2
1743116909-2231,PM,10.0,Generally good. But the parking lot is small. So by the car loan company our brother had to be parked on the shoulder of the road (there is evidence of car ticket in our car). So the accident occurred accident hit by other road users while parked. the hotel party is quite helpful with providing hotel car loan. But the hotel owner is off hand against the considerable hotel repair costs. The car is a new car without insurance. So for other customers please be careful in parking the car ...,2017-10-26,0
1743116909-2232,AR,10.0,The lodge was nice and spacious and there was little disturbance because the electricity was off and there was a rowdy noise from rats,2017-10-26,0
1743116909-2233,MM,7.0,"Positives: The hotel is clean, the check-in process is quick, the facilities as listed, the location in front of Galleria Mall, the breakfast is varied and tasty. Negative: If the bathroom door is opened then so many mosquitoes, because the location in the middle of the road so a bit noisy, cleaning service needs to be repaired because my room was not cleaned until late afternoon I arrived back to the hotel.",2017-10-26,0
1743116909-2234,DO,8.3,"Arrived at the hotel there is only 1 staff there is no help bring goods until room dikamar there insects, less fragrant bed linen",2017-10-26,0
1743116909-2235,B,6.7,"Quite Clean, the breakfast is pretty good, the location is pretty close to the minimarket, slightly away from the crowd, but unfortunately the service to local people is always disappointing if in bali, bule always put forward, Why guys .. we are you&#39;re trully family, overalls are comparable to those issued",2017-10-26,0
1743116909-2236,Rimba,8.5,Large immaculately clean rooms close to the tourist attractions of overall good friendly service. Next definitely stay here again. Thanks,2017-10-25,0
1743116909-2237,RB,6.1,"food less berviariasi, less hygiene, bed sheets have torn, swimming is not provided towels (early morning the reason is still in the laundry, the night the reason wet)",2017-10-25,0
1743116909-2238,A,9.1,"When it comes to the usual hotel front aja, fit into the room beyond expectations. The rooms are quite spacious, there is a big glass (this is really a favorite) and the very suspect thinks it turns out the bathubnya really big and cool can while watching tv in the bathroom because there is a small tv in bathub. For food so far okay just might add more variations. My son was happy because there was a fish pond in front of the hotel. So far stay there is fun and will be back again when to bali",2017-10-24,1
1743116909-2239,Ahmad S.,8.7,"I stay at this hotel from 18-21 October 2017 in Room 512 (deluxe room). For me the hotel room lover with the window of the hotel does not provide a satisfied window for me, so no part of room can look out, there is only window overlooking the other room. for the food class is also still normal, the class is still a 3 star. The only bathroom that looks big, roomnya no cabinets for suitcases and clothes. But the hotel is close to the Mall Bali, and close to the airport (Around the intersection of the god of ruci). All services okay aja hell",2017-10-24,0
1743116909-2240,my,10.0,"Exciting, comfortable and do not want to go home",2017-10-24,0
1743116909-2241,yr,10.0,"Very comfortable hotel for couples getaway, very varied breakfast, strategic location and room service every day cleaned so no need to bother to clean the room before the tour out of hotel, recommended",2017-10-24,0
1743116909-2242,R,5.5,"From the first enter the atmosphere of the hotel is not comfortable, fit in the room also feels damp. Finally fitting move on the 2nd floor is clean but for the room key error can not be opened when the situation is late and tired so must be to the receptionist again to report, continue on the second day there is a shower host. For breakfast is enough. Please to the hotel to really keep the hotel clean. thank you",2017-10-23,0
1743116909-2243,EL,10.0,"Very satisfied I stay at mega boutique hotel, clean and comfortable",2017-10-22,0
1743116909-2244,G,9.1,"The hotel is not expensive but the complete facilities already have bathub, mini pantry, perfect for families.",2017-10-22,0
1743116909-2245,AI,10.0,"Strategic hotel, complete facilities, food menu many choices, recommendation if to Bali stay here.",2017-10-22,0
1743116909-2246,BM,5.8,Staff is not smile and friendly. My 2 night stay room was not cleaned.,2017-10-22,0
